3.306488747378644177e-01,inf,2.378383626094703329e-01,inf,0.000000000000000000e+00
2.333088002798234584e+00,inf,-3.312364729888507275e-01,inf,0.000000000000000000e+00
2.093361122514181716e+00,inf,2.560098124493951355e-01,inf,0.000000000000000000e+00
2.367704165205575251e+00,inf,-4.952052164849679583e-02,inf,0.000000000000000000e+00
3.566296028006963326e+00,inf,1.843201172383783781e-01,inf,0.000000000000000000e+00
-4.339639283075748644e+00,inf,3.412141157180595963e-01,inf,0.000000000000000000e+00
2.105668997502196937e+00,inf,4.130948350048035955e-01,inf,0.000000000000000000e+00
-3.463897092204287542e+00,inf,-3.215838026214152823e-01,inf,0.000000000000000000e+00
2.486037761563225423e+00,inf,-2.637885599756172317e-01,inf,0.000000000000000000e+00
4.193635907043340438e-01,inf,-1.531446934087095091e-01,inf,0.000000000000000000e+00
3.086613288244932640e+00,inf,-1.441199800713393042e-01,inf,0.000000000000000000e+00
4.617914868312567478e+00,inf,-2.315704046233030000e-01,inf,0.000000000000000000e+00
-3.730953205218104252e+00,inf,-2.492154921651991706e-01,inf,0.000000000000000000e+00
-2.517652258611308813e+00,inf,-3.536486164754126249e-01,inf,0.000000000000000000e+00
2.158651936371101421e+00,inf,-4.049007059178572066e-01,inf,0.000000000000000000e+00
2.980259981794215918e+00,inf,3.568535298446295911e-01,inf,0.000000000000000000e+00
3.647770776404231086e+00,inf,2.136689049251091488e-01,inf,0.000000000000000000e+00
-1.190973869385880679e+00,inf,-3.314434821401845976e-01,inf,0.000000000000000000e+00
4.180674581419740576e+00,inf,-9.155735681487753297e-03,inf,0.000000000000000000e+00
-8.604206137606480453e-01,inf,1.055266434513001395e-01,inf,0.000000000000000000e+00
-3.588183920122799186e+00,inf,-3.200802296231821109e-01,inf,0.000000000000000000e+00
-3.710645430959509383e+00,inf,-2.722977766805975142e-01,inf,0.000000000000000000e+00
-2.842954341855083555e+00,inf,-1.781535372526219518e-01,inf,0.000000000000000000e+00
3.115503937186078431e+00,inf,3.800892475730855979e-01,inf,0.000000000000000000e+00
-6.828756217094893444e-01,inf,-2.526542824434639956e-01,inf,0.000000000000000000e+00
2.664782110743140642e+00,inf,2.093743343757789033e-01,inf,0.000000000000000000e+00
8.263660022991281551e-01,inf,1.224769396039095959e-01,inf,0.000000000000000000e+00
-7.783762956508093467e-01,inf,-2.103878290015868679e-01,inf,0.000000000000000000e+00
4.430265010132425019e+00,inf,-3.293832367254499460e-01,inf,0.000000000000000000e+00
3.170081444052675224e+00,inf,-3.243196464510643140e-01,inf,0.000000000000000000e+00
3.074488426800618512e+00,inf,-2.612242971376821377e-02,inf,0.000000000000000000e+00
-7.903344449251683557e-01,inf,-2.511680079860498238e-01,inf,0.000000000000000000e+00
-1.927634609421539302e+00,inf,-2.298367032701526258e-01,inf,0.000000000000000000e+00
1.929685334142885900e+00,inf,-1.747064698341612710e-01,inf,0.000000000000000000e+00
3.021398432345075769e+00,inf,3.659251776195523442e-01,inf,0.000000000000000000e+00
-1.992513642821993614e+00,inf,-3.039786938647096037e-01,inf,0.000000000000000000e+00
-2.453872497686027998e+00,inf,2.176923346698111938e-02,inf,0.000000000000000000e+00
-4.438777626374196927e+00,inf,-1.291206913277528345e-01,inf,0.000000000000000000e+00
5.459117395120900440e-01,inf,8.140098852476163049e-02,inf,0.000000000000000000e+00
-4.388630951657948032e+00,inf,-4.003428181244570450e-01,inf,0.000000000000000000e+00
-3.598957336676463115e+00,inf,-1.998700564006231362e-01,inf,0.000000000000000000e+00
4.612335073203777114e-02,inf,4.155532505288359602e-01,inf,0.000000000000000000e+00
6.190974256084400551e-01,inf,1.047169960436300507e-02,inf,0.000000000000000000e+00
-1.860262008738703621e+00,inf,8.983986834118051767e-02,inf,0.000000000000000000e+00
-4.082541624858634144e+00,inf,-3.267749948872989418e-01,inf,0.000000000000000000e+00
-4.020823510254235345e+00,inf,1.148908374663668575e-01,inf,0.000000000000000000e+00
-1.345205805792009102e+00,inf,2.996505970820844134e-01,inf,0.000000000000000000e+00
-3.729854615244745375e-01,inf,-3.799277066440683304e-01,inf,0.000000000000000000e+00
1.253016447713750203e+00,inf,9.839427100900766110e-02,inf,0.000000000000000000e+00
8.084021512540031651e-01,inf,2.362534189431847453e-02,inf,0.000000000000000000e+00
-2.137608773353914415e+00,inf,-7.123387326385610674e-02,inf,0.000000000000000000e+00
4.042439551380834217e-01,inf,3.102914671565012439e-01,inf,0.000000000000000000e+00
3.964397682893283203e+00,inf,3.847609350622517299e-01,inf,0.000000000000000000e+00
-2.411843391000731529e+00,inf,2.667841778908336403e-01,inf,0.000000000000000000e+00
-2.731186617080795465e+00,inf,-9.832533268127913173e-02,inf,0.000000000000000000e+00
-2.033875660849171485e+00,inf,7.081296406825743350e-02,inf,0.000000000000000000e+00
2.764763671586176308e+00,inf,-3.349853283227884337e-01,inf,0.000000000000000000e+00
