7.689709700404848136e-03,-3.183627397795528446e-02,4.186032551090276832e-04,-9.333272064552811109e-04,5.351673364639282227e-01,4.648326337337493896e-01,0.000000000000000000e+00
7.052984220845742724e-03,-2.269642260778241827e-01,3.999367109799220588e-04,2.918816446527455200e-01,2.425865083932876587e-01,7.574135661125183105e-01,1.000000000000000000e+00
2.513699699289258759e-03,-3.184797957744708863e-02,6.237569604034831801e-03,-6.751203013859452540e-04,5.266307592391967773e-01,4.733692705631256104e-01,0.000000000000000000e+00
1.876740107740317107e-03,-2.270588286167191383e-01,6.224067198007113104e-03,2.939692905063694961e-01,2.348487526178359985e-01,7.651512622833251953e-01,1.000000000000000000e+00
-2.664436464594065971e-03,-3.202616540006975043e-02,1.210345300813450362e-02,3.255826134324291132e-03,5.132461786270141602e-01,4.867538213729858398e-01,0.000000000000000000e+00
-3.304959772595461240e-03,-2.273195875148748546e-01,1.216856953082099020e-02,2.997328309490298603e-01,2.239880710840225220e-01,7.760118842124938965e-01,1.000000000000000000e+00
-7.851351522892957568e-03,-3.237317971140787898e-02,1.816322614980158540e-02,1.091234001189284042e-02,4.947623014450073242e-01,5.052376389503479004e-01,1.000000000000000000e+00
-8.498815117121114732e-03,1.624836404853090832e-01,1.838147295003944234e-02,-2.759849838729682703e-01,7.700279355049133301e-01,2.299720793962478638e-01,0.000000000000000000e+00
-5.249142307414932963e-03,-3.289567294627737670e-02,1.286177327258007652e-02,2.243832553731817114e-02,4.867371618747711182e-01,5.132628083229064941e-01,1.000000000000000000e+00
-5.907055766340480255e-03,1.620394888613443662e-01,1.331053978332643987e-02,-2.661589750271250998e-01,7.659080624580383301e-01,2.340919822454452515e-01,0.000000000000000000e+00
-2.666265989113592808e-03,-3.326988074886533253e-02,7.987360282783937532e-03,3.069231062567151502e-02,4.824568629264831543e-01,5.175431370735168457e-01,1.000000000000000000e+00
-3.331663604090899598e-03,1.617366219495503799e-01,8.601206495297367485e-03,-2.594598537600431021e-01,7.642502784729003906e-01,2.357497513294219971e-01,0.000000000000000000e+00
-9.693116509989184448e-05,-3.350705530380257424e-02,3.412009420096505027e-03,3.592355251092149704e-02,4.817441701889038086e-01,5.182557702064514160e-01,1.000000000000000000e+00
