3.142070723697543144e-03,1.403412461280822754e+00,3.182348310947418213e-01,-3.336727321147918701e-01,-3.634008113294839859e-03,-7.208487391471862793e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.073351293802261353e-01,1.809518337249755859e-01,7.208106108009815216e-04,6.109922528266906738e-01,3.000000000000000000e+00
6.377220153808593750e-03,1.395316600799560547e+00,3.294929563999176025e-01,-3.598438203334808350e-01,-9.540931321680545807e-03,-1.181489601731300354e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.460999935865402222e-01,3.339573740959167480e-01,7.697987020947039127e-04,4.191728532314300537e-01,3.000000000000000000e+00
9.705066680908203125e-03,1.386616110801696777e+00,3.410998582839965820e-01,-3.867600560188293457e-01,-1.776884123682975769e-02,-1.645736098289489746e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.201101630926132202e-01,5.402440428733825684e-01,8.770798449404537678e-04,2.387687265872955322e-01,1.000000000000000000e+00
1.294994354248046875e-02,1.377328157424926758e+00,3.306955695152282715e-01,-4.128843843936920166e-01,-2.390025556087493896e-02,-1.226394921541213989e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.096656858921051025e-01,4.772389233112335205e-01,9.646054240874946117e-04,3.121308982372283936e-01,1.000000000000000000e+00
1.610755920410156250e-02,1.367441534996032715e+00,3.197247982025146484e-01,-4.394787251949310303e-01,-2.782867103815078735e-02,-7.857552915811538696e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.893288046121597290e-01,3.822458982467651367e-01,1.137602841481566429e-03,4.272876083850860596e-01,3.000000000000000000e+00
1.933240890502929688e-02,1.356944441795349121e+00,3.281658291816711426e-01,-4.666539132595062256e-01,-3.345193713903427124e-02,-1.124755367636680603e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.624022871255874634e-01,5.825943350791931152e-01,1.342584611847996712e-03,2.536607682704925537e-01,1.000000000000000000e+00
2.245998382568359375e-02,1.345850944519042969e+00,3.159527182579040527e-01,-4.931165277957916260e-01,-3.661968931555747986e-02,-6.336086243391036987e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.530361473560333252e-01,4.606118202209472656e-01,1.702873851172626019e-03,3.846491873264312744e-01,1.000000000000000000e+00
2.551517449319362640e-02,1.334157347679138184e+00,3.068790733814239502e-01,-5.197460651397705078e-01,-3.796827793121337891e-02,-2.697383426129817963e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.314192712306976318e-01,3.643476963043212891e-01,2.263341099023818970e-03,5.019696950912475586e-01,3.000000000000000000e+00
2.863540686666965485e-02,1.321855068206787109e+00,3.150345683097839355e-01,-5.468505620956420898e-01,-4.095624759793281555e-02,-5.976515263319015503e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.118008866906166077e-01,5.935256481170654297e-01,2.944983076304197311e-03,2.917285263538360596e-01,1.000000000000000000e+00
3.169488906860351562e-02,1.308957219123840332e+00,3.074304759502410889e-01,-5.732786059379577637e-01,-4.241399839520454407e-02,-2.915783599019050598e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.797525405883789062e-02,5.265241861343383789e-01,4.341190680861473083e-03,3.711594045162200928e-01,1.000000000000000000e+00
3.469114378094673157e-02,1.295453071594238281e+00,2.995020449161529541e-01,-6.001863479614257812e-01,-4.228781163692474365e-02,2.524042036384344101e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.177494257688522339e-02,4.334931373596191406e-01,6.783372256904840469e-03,4.779485464096069336e-01,3.000000000000000000e+00
3.775196149945259094e-02,1.281352758407592773e+00,3.075909912586212158e-01,-6.267139911651611328e-01,-4.377977550029754639e-02,-2.984205819666385651e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.886003375053405762e-02,6.893123388290405273e-01,9.615919552743434906e-03,2.422117292881011963e-01,1.000000000000000000e+00
4.073877260088920593e-02,1.266650557518005371e+00,2.983075976371765137e-01,-6.534279584884643555e-01,-4.341141879558563232e-02,7.367883808910846710e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.101433396339416504e-02,5.695530176162719727e-01,1.753495261073112488e-02,3.618977069854736328e-01,1.000000000000000000e+00
4.363908618688583374e-02,1.251363754272460938e+00,2.874464392662048340e-01,-6.793361902236938477e-01,-4.085722565650939941e-02,5.108864232897758484e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.063083976507186890e-02,3.714962601661682129e-01,3.149939700961112976e-02,5.563734769821166992e-01,3.000000000000000000e+00
4.662542417645454407e-02,1.235470056533813477e+00,2.982402443885803223e-01,-7.063773870468139648e-01,-4.047267884016036987e-02,7.691800594329833984e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.686539106070995331e-02,6.939871311187744141e-01,4.833102971315383911e-02,2.308164536952972412e-01,1.000000000000000000e+00
4.954671859741210938e-02,1.218978762626647949e+00,2.900871932506561279e-01,-7.328922748565673828e-01,-3.845205903053283691e-02,4.041601717472076416e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.224633283913135529e-02,5.476231575012207031e-01,9.652239829301834106e-02,3.336081206798553467e-01,1.000000000000000000e+00
5.239162594079971313e-02,1.201881885528564453e+00,2.805247902870178223e-01,-7.597683668136596680e-01,-3.452239558100700378e-02,7.860049605369567871e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.678459346294403076e-02,3.319841325283050537e-01,1.785241961479187012e-01,4.727070927619934082e-01,3.000000000000000000e+00
5.529947206377983093e-02,1.184177279472351074e+00,2.884125113487243652e-01,-7.868212461471557617e-01,-3.218077123165130615e-02,4.683672264218330383e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.083391811698675156e-02,5.113041400909423828e-01,2.596412003040313721e-01,2.182207554578781128e-01,1.000000000000000000e+00
5.812854692339897156e-02,1.165885448455810547e+00,2.785283625125885010e-01,-8.128793239593505859e-01,-2.785280346870422363e-02,8.656732738018035889e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.892461493611335754e-03,2.627403736114501953e-01,4.263723492622375488e-01,3.029949069023132324e-01,2.000000000000000000e+00
6.096038967370986938e-02,1.148208141326904297e+00,2.789156138896942139e-01,-7.855809330940246582e-01,-2.361710742115974426e-02,8.472140133380889893e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.004860084503889084e-02,2.827532589435577393e-01,3.597451150417327881e-01,3.474529683589935303e-01,2.000000000000000000e+00
6.371984630823135376e-02,1.131280183792114258e+00,2.721044123172760010e-01,-7.523039579391479492e-01,-1.981779374182224274e-02,7.599277049303054810e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.397671643644571304e-02,3.189079463481903076e-01,2.769817411899566650e-01,3.901335597038269043e-01,3.000000000000000000e+00
6.654854118824005127e-02,1.113737702369689941e+00,2.807927727699279785e-01,-7.796322107315063477e-01,-1.776598952710628510e-02,4.103972390294075012e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.410137146711349487e-03,4.868215024471282959e-01,3.527937829494476318e-01,1.519746333360671997e-01,1.000000000000000000e+00
6.929254531860351562e-02,1.095595955848693848e+00,2.701727747917175293e-01,-8.062629699707031250e-01,-1.358777657151222229e-02,8.357182890176773071e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.920900963246822357e-03,2.223788350820541382e-01,5.546728372573852539e-01,2.170274257659912109e-01,2.000000000000000000e+00
7.189264148473739624e-02,1.077575445175170898e+00,2.565011382102966309e-01,-8.008857369422912598e-01,-1.010824274271726608e-02,6.959701329469680786e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.914891604334115982e-03,2.387428879737854004e-01,5.748474597930908203e-01,1.804947257041931152e-01,2.000000000000000000e+00
7.461986690759658813e-02,1.060207247734069824e+00,2.686500251293182373e-01,-7.718948721885681152e-01,-6.077430211007595062e-03,8.062327653169631958e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.670177612453699112e-03,2.443006187677383423e-01,5.022558569908142090e-01,2.457733005285263062e-01,2.000000000000000000e+00
7.728910446166992188e-02,1.043568611145019531e+00,2.631404995918273926e-01,-7.394872903823852539e-01,-2.339823869988322258e-03,7.475195825099945068e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.088070683181285858e-02,2.791579663753509521e-01,4.156670272350311279e-01,2.942942976951599121e-01,2.000000000000000000e+00
7.983827590942382812e-02,1.027245402336120605e+00,2.516918778419494629e-01,-7.254706621170043945e-01,8.356102043762803078e-04,6.350867450237274170e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.241117715835571289e-02,3.078097105026245117e-01,4.011455476284027100e-01,2.786335647106170654e-01,2.000000000000000000e+00
8.224477618932723999e-02,1.011319279670715332e+00,2.381021529436111450e-01,-7.078277468681335449e-01,3.354618791490793228e-03,5.038021877408027649e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.492525357753038406e-02,3.499512374401092529e-01,3.699433505535125732e-01,2.651802003383636475e-01,2.000000000000000000e+00
8.468036353588104248e-02,9.963013529777526855e-01,2.408466339111328125e-01,-6.674739122390747070e-01,6.023819092661142349e-03,5.338427424430847168e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.242099680006504059e-02,3.683201968669891357e-01,2.538411021232604980e-01,3.554176986217498779e-01,1.000000000000000000e+00
8.702135086059570312e-02,9.806925654411315918e-01,2.289941608905792236e-01,-6.937500238418579102e-01,1.106574758887290955e-02,1.008384972810745239e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.413513533771038055e-02,1.407925486564636230e-01,3.674992918968200684e-01,4.775730669498443604e-01,3.000000000000000000e+00
