9.987790229338955328e-01,-4.940104601334780604e-02,9.998105174721387822e-01,1.946610264264982820e-02,1.015777010987053974e-03,7.409877374235399050e-02,5.111411809921264648e-01,1.521497219800949097e-01,3.367091119289398193e-01,0.000000000000000000e+00
9.995645212916676181e-01,-2.950877454180794723e-02,9.999750784625639488e-01,-7.059918823115510743e-03,1.929340712064220309e-01,-3.312283979209355023e-01,6.854233145713806152e-01,1.178108528256416321e-01,1.967658102512359619e-01,0.000000000000000000e+00
9.997179370893715111e-01,2.374965814009593820e-02,9.943892913684881929e-01,-1.057824995529786372e-01,3.255250008746936596e-01,-6.320287910799278208e-01,7.530881166458129883e-01,9.490070492029190063e-02,1.520111262798309326e-01,0.000000000000000000e+00
9.956189797457357660e-01,9.350319336824865213e-02,9.697193754508021124e-01,-2.442218927027353104e-01,3.545986931706626155e-01,-7.398876301241266162e-01,7.303960323333740234e-01,9.248074144124984741e-02,1.771232485771179199e-01,0.000000000000000000e+00
9.875642406185222155e-01,1.572159999858845636e-01,9.259601969270402355e-01,-3.776211245505697867e-01,2.709035916696361790e-01,-6.327233081313117236e-01,6.093513369560241699e-01,1.055846735835075378e-01,2.850640416145324707e-01,0.000000000000000000e+00
9.808060123050940105e-01,1.949860667488317600e-01,8.830452331782313591e-01,-4.692878819671384982e-01,1.031477791073119599e-01,-3.596916164026625062e-01,3.995615243911743164e-01,1.187997311353683472e-01,4.816387593746185303e-01,2.000000000000000000e+00
9.852819122324254497e-01,1.709372792214003678e-01,8.959481474584654048e-01,-4.441586620406540176e-01,-3.422025145557837655e-01,6.349510236804305485e-01,8.815269172191619873e-02,9.677926450967788696e-02,8.150680661201477051e-01,2.000000000000000000e+00
9.978752160312605035e-01,6.515407301593111045e-02,9.703206120499344722e-01,-2.418220623331143460e-01,-6.984263121790205142e-01,1.479019285680608586e+00,4.391714930534362793e-02,8.371696621179580688e-02,8.723658323287963867e-01,2.000000000000000000e+00
9.956843518774077806e-01,-9.280447956034497403e-02,9.946741855612157845e-01,1.030692222641274303e-01,-8.379081930888130358e-01,1.906666924501931204e+00,5.208148062229156494e-02,1.039310917258262634e-01,8.439874053001403809e-01,2.000000000000000000e+00
9.689738420132285590e-01,-2.471632931770468278e-01,8.879427016558433250e-01,4.599540831171323729e-01,-6.852926792692188851e-01,1.749916810814286627e+00,1.173062324523925781e-01,1.737647205591201782e-01,7.089290022850036621e-01,2.000000000000000000e+00
9.386128695011202172e-01,-3.449722904913858357e-01,7.154198162831679753e-01,6.986948450284703460e-01,-3.158845569794069275e-01,1.157878994419369700e+00,3.330630064010620117e-01,2.602856755256652832e-01,4.066513776779174805e-01,2.000000000000000000e+00
9.319602636392154693e-01,-3.625604322006524827e-01,5.985921260963978918e-01,8.010539723235845511e-01,1.295372325992530382e-01,3.833411866303739757e-01,6.580831408500671387e-01,2.047285586595535278e-01,1.371883004903793335e-01,0.000000000000000000e+00
9.607922618756662425e-01,-2.772692365190214669e-01,6.475893177073188678e-01,7.619895508413283558e-01,7.534355012049853695e-01,-9.982866150020626161e-01,9.143791794776916504e-01,6.301893293857574463e-02,2.260190621018409729e-02,0.000000000000000000e+00
9.968189512370655425e-01,-7.969930021422291788e-02,8.578422194039787563e-01,5.139131508417117411e-01,1.222095836268128455e+00,-2.217406625041570045e+00,9.553225636482238770e-01,3.300322592258453369e-02,1.167418714612722397e-02,0.000000000000000000e+00
9.826423436498132880e-01,1.855101734849121387e-01,9.998671728436289152e-01,1.629836401878419910e-02,1.370388981624331093e+00,-2.879559590608820496e+00,9.576125144958496094e-01,2.866210788488388062e-02,1.372540928423404694e-02,0.000000000000000000e+00
9.070978020933665453e-01,4.209199180810807017e-01,8.553087114938905389e-01,-5.181187200272353577e-01,1.034574343699700361e+00,-2.584471682791510183e+00,9.247194528579711914e-01,3.836268186569213867e-02,3.691788017749786377e-02,0.000000000000000000e+00
8.373513650654972329e-01,5.466650632909957341e-01,5.604931889774806830e-01,-8.281590337066028207e-01,3.756956421170771776e-01,-1.672230387436711485e+00,6.686534881591796875e-01,8.297163248062133789e-02,2.483748048543930054e-01,0.000000000000000000e+00
8.361904476122624663e-01,5.484391810602193829e-01,3.596443574765518236e-01,-9.330894577345080210e-01,-3.491932839562901236e-01,-5.890611598795429948e-01,1.380610615015029907e-01,9.500882774591445923e-02,7.669301033020019531e-01,2.000000000000000000e+00
9.105608003976171094e-01,4.133751671051986709e-01,4.027543584957717360e-01,-9.153081048000499820e-01,-1.162267175067837055e+00,1.046240978630962326e+00,1.803915388882160187e-02,5.553391203284263611e-02,9.264269471168518066e-01,2.000000000000000000e+00
9.913963818522829596e-01,1.308939037931194371e-01,7.028613508187732117e-01,-7.113268738949832803e-01,-1.739895927290513455e+00,2.561399141442139538e+00,1.036776881664991379e-02,4.428659006953239441e-02,9.453456997871398926e-01,2.000000000000000000e+00
9.702185429585005183e-01,-2.422312508729710379e-01,9.859643344317946534e-01,-1.669560757458927458e-01,-1.932435356625106904e+00,3.513969101588790611e+00,1.310413889586925507e-02,5.401586368680000305e-02,9.328799843788146973e-01,2.000000000000000000e+00
8.270771648718633351e-01,-5.620883946031269840e-01,8.654456843027632518e-01,5.010027619901130658e-01,-1.488090614559042013e+00,3.210450115678703309e+00,3.603176772594451904e-02,1.134976074099540710e-01,8.504706025123596191e-01,2.000000000000000000e+00
6.895512295378527501e-01,-7.242369100251901948e-01,4.864304001175150383e-01,8.737193289847228206e-01,-6.038815499644779594e-01,2.111139886266774290e+00,1.697233617305755615e-01,2.796537578105926514e-01,5.506229400634765625e-01,2.000000000000000000e+00
6.731090695691602788e-01,-7.395432242024392311e-01,2.089704899063562771e-01,9.779219469611557525e-01,3.765182967827840343e-01,8.538237469844009997e-01,5.723772048950195312e-01,2.710254788398742676e-01,1.565973460674285889e-01,0.000000000000000000e+00
