-7.716464810073375702e-03,1.419120788574218750e+00,-7.816098332405090332e-01,3.644391000270843506e-01,8.948232047259807587e-03,1.770462393760681152e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
-1.536693610250949860e-02,1.426750540733337402e+00,-7.721983194351196289e-01,3.390420079231262207e-01,1.602040231227874756e-02,1.414568126201629639e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
-2.295675314962863922e-02,1.433783173561096191e+00,-7.645832896232604980e-01,3.124931752681732178e-01,2.155647426843643188e-02,1.107318401336669922e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
-3.045215643942356110e-02,1.440220952033996582e+00,-7.527219057083129883e-01,2.860703766345977783e-01,2.470875717699527740e-02,6.305124610662460327e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
-3.786621242761611938e-02,1.446064710617065430e+00,-7.425181269645690918e-01,2.597067654132843018e-01,2.581136859953403473e-02,2.205399610102176666e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
-4.520235210657119751e-02,1.451318025588989258e+00,-7.327376604080200195e-01,2.334937006235122681e-01,2.494881674647331238e-02,-1.725238189101219177e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.253849178552627563e-02,1.455971240997314453e+00,-7.327342033386230469e-01,2.068254053592681885e-01,2.408682554960250854e-02,-1.724154129624366760e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
-5.980692058801651001e-02,1.460019826889038086e+00,-7.242594957351684570e-01,1.799748539924621582e-01,2.152793668210506439e-02,-5.118253082036972046e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.707534939050674438e-02,1.463468432426452637e+00,-7.242504954338073730e-01,1.533061712980270386e-01,1.897018589079380035e-02,-5.115996673703193665e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.434368133544921875e-02,1.466317057609558105e+00,-7.242425680160522461e-01,1.266373842954635620e-01,1.641245745122432709e-02,-5.115921422839164734e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
-8.153238147497177124e-02,1.468566536903381348e+00,-7.142659425735473633e-01,1.000195890665054321e-01,1.185655873268842697e-02,-9.112624824047088623e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
-8.865108340978622437e-02,1.470211029052734375e+00,-7.054908871650695801e-01,7.312871515750885010e-02,5.547408480197191238e-03,-1.261944919824600220e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
-9.570665657520294189e-02,1.471253275871276855e+00,-6.975739598274230957e-01,4.633110016584396362e-02,-2.342988038435578346e-03,-1.578224301338195801e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.027619391679763794e-01,1.471696376800537109e+00,-6.975499391555786133e-01,1.965815946459770203e-02,-1.023186463862657547e-02,-1.577918976545333862e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.098170280456542969e-01,1.471540212631225586e+00,-6.975266933441162109e-01,-7.015019655227661133e-03,-1.811981946229934692e-02,-1.577737033367156982e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
-1.167743653059005737e-01,1.470789194107055664e+00,-6.852871775627136230e-01,-3.353508561849594116e-02,-2.845346741378307343e-02,-2.066918909549713135e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.237313300371170044e-01,1.469439506530761719e+00,-6.852560639381408691e-01,-6.021215021610260010e-02,-3.878447040915489197e-02,-2.066385298967361450e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
-1.306232511997222900e-01,1.467481493949890137e+00,-6.770964264869689941e-01,-8.737571537494659424e-02,-5.074954405426979065e-02,-2.393233031034469604e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
-1.374303847551345825e-01,1.464919567108154297e+00,-6.664973497390747070e-01,-1.144090592861175537e-01,-6.483314186334609985e-02,-2.816978096961975098e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.442370414733886719e-01,1.461760163307189941e+00,-6.664572954177856445e-01,-1.410946100950241089e-01,-7.891392707824707031e-02,-2.816411554813385010e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
-1.509690284729003906e-01,1.458000063896179199e+00,-6.571328639984130859e-01,-1.680468618869781494e-01,-9.485560655593872070e-02,-3.188623785972595215e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
