2.018451690673828125e-03,1.414798021316528320e+00,2.044276297092437744e-01,1.723548620939254761e-01,-2.332064323127269745e-03,-4.630592465400695801e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.036807920783758163e-03,1.418098092079162598e+00,2.041513621807098389e-01,1.466649621725082397e-01,-4.620189312845468521e-03,-4.576616361737251282e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
6.142330355942249298e-03,1.420789957046508789e+00,2.150701582431793213e-01,1.196206137537956238e-01,-9.095965884625911713e-03,-8.952390402555465698e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.247947320342063904e-03,1.422881960868835449e+00,2.150841206312179565e-01,9.294802695512771606e-02,-1.357013080269098282e-02,-8.949151635169982910e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
1.041698455810546875e-02,1.424372315406799316e+00,2.230470180511474609e-01,6.616612523794174194e-02,-1.963866688311100006e-02,-1.213820725679397583e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.249408721923828125e-02,1.425264239311218262e+00,2.114990055561065674e-01,3.958218917250633240e-02,-2.338619343936443329e-02,-7.495735585689544678e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.457128487527370453e-02,1.425556182861328125e+00,2.115091532468795776e-01,1.291282009333372116e-02,-2.713448554277420044e-02,-7.497288286685943604e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
1.671867445111274719e-02,1.425247192382812500e+00,2.203106135129928589e-01,-1.383813004940748215e-02,-3.264428675174713135e-02,-1.102061867713928223e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
1.895866356790065765e-02,1.424326062202453613e+00,2.319301813840866089e-01,-4.113312810659408569e-02,-4.048522934317588806e-02,-1.568330824375152588e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.119903638958930969e-02,1.422805786132812500e+00,2.319534271955490112e-01,-6.780619174242019653e-02,-4.832429066300392151e-02,-1.567958146333694458e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.343950234353542328e-02,1.420686125755310059e+00,2.319763004779815674e-01,-9.447957575321197510e-02,-5.616260692477226257e-02,-1.567808687686920166e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
